"Year";"Type";"M01";"M02";"M04";"M05";"M07";"M08";"M09";"M12";"M13";"M14";"M18";"M19";"M20";"M25";"M26";"Obs"
2008;7;0.001;NA;NA;-0.0007647;0;NA;0.000236;NA;NA;0.0001082979;NA;9.9e-05;0.000115;NA;NA;0.000343183
2008;7;0.001;NA;NA;-0.0006016;0;NA;0.000203;NA;NA;9.2667e-05;NA;9.45e-05;0.0001565;NA;NA;0.000142565
2008;7;0.001;NA;NA;-0.0007521;0;NA;0.000185;NA;NA;9.65281e-05;NA;7.65e-05;0.0001116;NA;NA;1.7075e-05
2008;7;0.001;NA;NA;-0.0009684;0;NA;-0.000843;NA;NA;0.0001151555;NA;4.95e-05;-4.08e-05;NA;NA;-0.000720953
2008;7;0.002;NA;NA;-0.0011669;0;NA;-0.000916;NA;NA;0.0001432471;NA;4.5e-05;8.24e-05;NA;NA;0.000537413
2008;7;0.001;NA;NA;-0.0011754;0;NA;-0.000533;NA;NA;0.0001329824;NA;4.95e-05;2.95e-05;NA;NA;0.000336832
2008;7;0.002;NA;NA;-0.0011402;0;NA;-0.002248;NA;NA;0.0001641424;NA;6.75e-05;-4.08e-05;NA;NA;0.000473424
2008;7;0.001;NA;NA;-0.0010622;0;NA;-0.000203;NA;NA;0.0001255271;NA;0.000108;0.0001506;NA;NA;0.00111423
2008;7;0.001;NA;NA;-0.0011545;0;NA;-0.000968;NA;NA;0.0001418901;NA;0.000144;5.53e-05;NA;NA;0.000714877
2008;7;0.001;NA;NA;-0.0011346;0;NA;-0.001116;NA;NA;0.0001448483;NA;0.000153;1.79e-05;NA;NA;0.001242948
2008;7;0.002;NA;NA;-0.00117;0;NA;-0.001942;NA;NA;0.0001567607;NA;0.000153;-8.9e-06;NA;NA;0.001425512
2008;7;0.001;NA;NA;-0.0011193;0;NA;-0.001067;NA;NA;0.0001261794;NA;0.0001575;0.0001078;NA;NA;0.000273059
2008;7;0.001;NA;NA;-0.0011193;0;NA;-0.001424;NA;NA;0.000133788;NA;0.0001395;5.35e-05;NA;NA;-0.000383809
2008;7;0.001;NA;NA;-0.0011338;0;NA;-0.001568;NA;NA;0.0001405125;NA;0.000144;5.04e-05;NA;NA;0.000434941
2008;7;0.001;NA;NA;-0.0013216;0;NA;-0.001548;NA;NA;0.0001475028;NA;0.000144;8.94e-05;NA;NA;0.000911739
2008;7;0.001;NA;NA;-0.0013584;0;NA;-0.00052;NA;NA;0.0001308473;NA;0.0001305;0.0001403;NA;NA;0.00044196
2008;7;0.001;NA;NA;-0.0013938;0;NA;-0.000658;NA;NA;0.0001471447;NA;0.0001125;-1.01e-05;NA;NA;0.000112635
2008;7;0.002;NA;NA;-0.001391;0;NA;-0.000937;NA;NA;0.0001740625;NA;0.0001305;-6.02e-05;NA;NA;-0.000326041
2008;7;0.002;NA;NA;-0.0013619;0;NA;-0.001932;NA;NA;0.0002062341;NA;0.0001485;-6.78e-05;NA;NA;5.3291e-05
2008;7;0.002;NA;NA;-0.0013602;0;NA;-0.001911;NA;NA;0.0001844452;NA;0.000189;5.6e-05;NA;NA;-0.000365748
2008;7;0.002;NA;NA;-0.0013506;0;NA;-0.001922;NA;NA;0.0001745809;NA;0.000216;4.59e-05;NA;NA;0.000185521
2008;7;0.001;NA;NA;-0.0013487;0;NA;-0.000973;NA;NA;0.0001361379;NA;0.000243;6.44e-05;NA;NA;-0.000127634
2008;7;0.001;NA;NA;-0.0013633;0;NA;-0.001068;NA;NA;0.0001411515;NA;0.0002295;-9.03e-05;NA;NA;9.6731e-05
2008;7;0.001;NA;NA;-0.0013552;0;NA;-0.000682;NA;NA;0.0001409469;NA;0.0002205;-2.51e-05;NA;NA;-0.000115555
2008;7;0.001;NA;NA;-0.0013312;0;NA;3.99999999999999e-06;NA;NA;0.0001146879;NA;0.00018;-0.0001929;NA;NA;-0.000257814
2008;7;0.001;NA;NA;-0.0013317;0;NA;-0.000396;NA;NA;0.0001210394;NA;0.0001485;-6.73e-05;NA;NA;-0.000628122
2008;7;0.001;NA;NA;-0.0013088;0;NA;1.7e-05;NA;NA;0.0001141927;NA;0.0001215;-6.29e-05;NA;NA;1.4144e-05
2008;7;0.001;NA;NA;-0.0012539;0;NA;0.000208;NA;NA;0.0001148692;NA;0.000108;8.4e-06;NA;NA;0.000150671
2008;7;0.001;NA;NA;-0.0011634;0;NA;0.000254;NA;NA;0.0001069869;NA;8.55e-05;0.0001173;NA;NA;0.000197456
2008;7;0.001;NA;NA;-0.0011991;0;NA;0.000201;NA;NA;0.0001098056;NA;6.3e-05;7.6e-05;NA;NA;2.9879e-05
2008;7;0.001;NA;NA;-0.0012331;0;NA;2.6e-05;NA;NA;7.97682e-05;NA;4.5e-05;-3.7e-05;NA;NA;0.000652047
2008;7;0.001;NA;NA;-0.001559;0;NA;-0.000155;NA;NA;0.0001177602;NA;3.6e-05;-7.17e-05;NA;NA;0.000680989
2008;7;0.001;NA;NA;-0.0015048;0;NA;3.7e-05;NA;NA;8.80105e-05;NA;3.15e-05;9.7e-06;NA;NA;-0.000468643
2008;7;0.001;NA;NA;-0.0015055;0;NA;-0.000372;NA;NA;0.000118209;NA;3.6e-05;-0.0001217;NA;NA;-0.000331568
2008;7;0.001;NA;NA;-0.0014694;0;NA;-0.000997;NA;NA;0.0001302891;NA;4.5e-05;-7.63e-05;NA;NA;0.000567804
2008;7;0.001;NA;NA;-0.0014479;0;NA;-0.001938;NA;NA;0.0001581713;NA;5.85e-05;-0.0002541;NA;NA;0.000610805
2008;7;0.001;NA;NA;-0.0014251;0;NA;-0.001239;NA;NA;0.0001445926;NA;8.1e-05;-0.000224;NA;NA;-0.000676955
2008;7;0.001;NA;NA;-0.0014154;0;NA;-0.000857;NA;NA;0.0001391165;NA;9.45e-05;-0.0002703;NA;NA;-0.000561544
2008;7;0.001;NA;NA;-0.0014016;0;NA;-0.001132;NA;NA;0.0001514728;NA;0.0001215;-0.0003519;NA;NA;-0.000125013
2008;7;0.001;NA;NA;-0.001383;0;NA;-0.001217;NA;NA;0.0001544129;NA;0.0001485;-0.0003616;NA;NA;-0.000397543
2008;7;0.001;NA;NA;-0.0013679;0;NA;-0.000807;NA;NA;0.0001446582;NA;0.0001755;-0.0003175;NA;NA;-0.000175538
2008;7;0.001;NA;NA;-0.0013559;0;NA;-0.000895;NA;NA;0.00014727;NA;0.00018;-0.0003538;NA;NA;-0.000666722
2008;7;0.001;NA;NA;-0.001341;0;NA;-0.000901;NA;NA;0.0001472944;NA;0.0001845;-0.0003556;NA;NA;-0.000394357
2008;7;0.001;NA;NA;-0.001328;0;NA;-0.000838;NA;NA;0.0001449998;NA;0.0001845;-0.0003173;NA;NA;-0.000163164
2008;7;0.001;NA;NA;-0.0012868;0;NA;0.000259;NA;NA;0.0001182294;NA;0.0001755;2.87e-05;NA;NA;-0.001305651
2008;7;0.001;NA;NA;-0.0012001;0;NA;0.000316;NA;NA;0.0001008574;NA;0.0001395;0.0001501;NA;NA;-0.000899545
2008;7;0.001;NA;NA;-0.0012791;0;NA;0.000235;NA;NA;0.0001126603;NA;9e-05;-3.78e-05;NA;NA;-0.000222291
