"Year";"Type";"M03";"M05";"M06";"M07";"M08";"M14";"M16";"M21";"M22";"M23";"M24";"M28";"Obs"
"2003";"10";NA;"0.0004243";"0.000629016";"0.0032132";NA;"0.000103223";"0.000311237";"0.000886";"0.000825335";"0.001001062";"0.00067014";"0";"0.000884121"
"2003";"10";NA;"0.0004934";"0.001050129";"0.0046689";NA;"0.000191524";"0.000370438";"0.000877";"0.00170579";"0.000920365";"0.001091636";"0";"0.000791533"
"2003";"10";NA;"0.0003569";"0.000122812";"0.0014587";NA;"6.02e-05";"0.000172566";"0.000445";"0.000569683";"0.001053127";"0.000132602";"0.000120389";"0.000917734"
"2003";"10";NA;"0.0002987";"0";"0.0005357";NA;"4.21e-05";"1.95e-05";"0";"0.000466008";"0.000911929";"0";"0";"0.000157382"
"2003";"10";NA;"0.0001989";"0";"0.0003637";NA;"3.03e-05";"0.00025429";"0";"0.001145881";"0";"0";"0";"0.000260477"
"2003";"10";NA;"0.0001986";"0";"0.0003635";NA;"2.56e-05";"0";"0";"0.000297271";"0";"0";"0";"0.000225062"
"2003";"10";NA;"0.0001962";"0";"0.0003556";NA;"2.14e-05";"1.864e-05";"0";"0.000683785";"0";"0";"0";"0.000288373"
"2003";"10";NA;"0.0002149";"0";"0.0003864";NA;"2.43e-05";"0";"0";"0.000677085";"0";"0";"0";"0.000491511"
"2003";"10";NA;"0.000219";"0";"0.0003915";NA;"2.35e-05";"0";"0";"0.000429831";"0";"0";"0";"0.000736341"
"2003";"10";NA;"0.0001491";"0";"0.0002625";NA;"1.56e-05";"2.18e-05";"0";"1.62e-05";"0";"0";"0";"0"
"2003";"10";NA;"0.000121";"0";"0.0002126";NA;"1.36e-05";"0";"0";"0";"0";"0";"0";"0"
"2003";"10";NA;"0.0001667";"0";"0.0002952";NA;"1.67e-05";"7.86e-06";"0";"0";"0";"0";"0";"0"
