"Year";"Type";"M03";"M05";"M06";"M07";"M08";"M14";"M16";"M21";"M22";"M23";"M24";"M28";"Obs"
"2003";"10";NA;"0.0018438";"0.001170501";"0.0012062";"0.0008577";"0.000228105";"0.000102787";"0.00111";"0.003832153";"0.001324525";"0.001038449";"0.000224";"0.00203744"
"2003";"10";NA;"0.0014289";"0.002285585";"0.0015756";"0.0008428";"0.00026885";"0.000205702";"0.00111";"0.00375452";"0.001401515";"0.002063988";"0.000234";"0.002244207"
"2003";"10";NA;"0.0017722";"0.000573613";"0.0008018";"0.0008559";"0.000208702";"0.000125752";"0.00111";"0.002950425";"0.001484386";"0.000469924";"0.000271";"0.001936678"
"2003";"10";NA;"0.0012143";"7.1429e-05";"0.000529";"0.0008154";"0.000145494";"1.06e-05";"0.00111";"0.002903145";"0.001299098";"6.5795e-05";"0.000244";"0.001562194"
"2003";"10";NA;"0.0010345";"3.311e-06";"0.0003637";"0.0005181";"0.000115848";"3.0736e-05";"0.00111";"0.003181607";"0.000579735";"1.369e-05";"0.000231";"0.001108705"
"2003";"10";NA;"0.0009634";"2.43e-07";"0.0003635";"0.0004874";"0.000100933";"0";"0.00111";"0.002707325";"0.000378753";"3.617e-06";"0.000201";"0.001143807"
"2003";"10";NA;"0.0009113";"4.2e-08";"0.0003556";"0.0004672";"8.94e-05";"3.86e-07";"0.00111";"0.002922347";"0.000281107";"9.61e-07";"0.000187";"0.001257331"
"2003";"10";NA;"0.0008829";"6e-09";"0.0003864";"0.0004495";"8.96e-05";"0";"0.00111";"0.003198782";"0.000204909";"5.49e-07";"0.000159";"0.001657198"
"2003";"10";NA;"0.0008812";"6e-09";"0.0003915";"0.0004417";"8.57e-05";"0";"0.00111";"0.002672864";"0.000219582";"5.74e-07";"0.000156";"0.001592383"
"2003";"10";NA;"0.0007964";"5e-09";"0.0002625";"0.0004336";"7.16e-05";"5.41e-07";"0.00111";"0.002172297";"0.000179286";"5.05e-07";"0.000153";"0.000952552"
"2003";"10";NA;"0.0007197";"4e-09";"0.0002126";"0.0004162";"6.65e-05";"0";"0.00111";"0.001893253";"8.77e-05";"4.74e-07";"0.000145";"0.000675753"
"2003";"10";NA;"0.0007291";"3e-09";"0.0002952";"0.0004021";"6.85e-05";"1.28e-07";"0.00111";"0.001768966";"7.94e-05";"4.4e-07";"0.000131";"0.000741762"
"2003";"10";NA;"0.0007747";"2e-09";"0.0004244";"0.0003961";"7.61e-05";"8.96e-06";"0.00111";"0.001642613";"9.52e-05";"4.2e-07";"0.000128";"0.000960561"
