Date(yyyy.mm.dd),Type,Prec,Tmean,Tmin,Tmax,Rad,Wind,dewp,vprs
1980.02.02,1,2.3,16.9,9.6,24.2,14.2,3.3,-17.8,1.5
1980.02.03,1,0,17.05,9.8,24.3,16.2,2.8,-5.2,4.2
1980.02.04,1,2.9,16.2,7.8,24.6,14.4,0.9,-5.1,4.2
1980.02.05,1,0,12.35,4,20.7,18.2,3.2,-28.7,0.6
1980.02.06,1,0,11.5,3.2,19.8,18.8,3.7,-31.3,0.5
1980.02.07,1,0,13.05,4.4,21.7,18.6,3.7,-27,0.7
1980.02.08,1,0,15.35,6.7,24,18.2,3.2,-22.6,1
1980.02.09,1,0,16.55,8.8,24.3,18.2,3.1,-14.3,2
1980.02.10,1,0,16,7.9,24.1,19.1,3.5,-21.8,1.1
1980.02.11,1,0,15.9,7.5,24.3,19.1,2.9,-27.3,0.7
1980.02.12,1,0,17.35,9.1,25.6,18.9,2,-27.3,0.7
1980.02.13,1,0,19.35,11.5,27.2,16.2,1.6,-25.9,0.8
1980.02.14,1,4.4,21.7,13.8,29.6,14.4,1.3,-13.6,2.2
1980.02.15,1,0,20.3,13.3,27.3,14.1,3,-11.8,2.5
1980.02.16,1,0,20.65,12.8,28.5,19.6,0.6,-9.2,3.1
1980.02.17,1,0,19.4,11.8,27,19.9,2.3,-11.4,2.6
1980.02.18,1,0,19.1,11.3,26.9,19.1,2.3,-13.1,2.3
1980.02.19,1,0,20.9,13.6,28.2,18.9,1,-10.3,2.8
1980.02.20,1,0,21.65,14.1,29.2,16.8,0.8,-5.5,4.1
1980.02.21,1,0,22.3,15,29.6,20.2,3,-5.8,4
1980.02.22,1,2,21.95,14.9,29,18.7,3.6,-5.3,4.1
1980.02.23,1,0,22.35,14.9,29.8,20.8,3.8,-3.1,4.9
1980.02.24,1,0,21.9,14.5,29.3,21.9,5,-11.7,2.5
1980.02.25,1,0,21.45,14.6,28.3,22.4,5.8,-19,1.4
1980.02.26,1,0,22.55,14.9,30.2,21.7,4.5,-7.9,3.4
1980.02.27,1,0,25.55,17.8,33.3,21.2,0.9,-6.6,3.7
1980.02.28,1,0,25.15,17.5,32.8,22.1,0.5,-7.4,3.5
1980.03.01,1,0,19.65,10.8,28.5,20.8,2.2,-14.2,2.1
1980.03.02,1,0,18.65,10.5,26.8,20.1,3.9,-17.7,1.5
1980.03.03,1,0,17.15,12.5,21.8,9.2,2.9,-6.7,3.7
1980.03.04,1,3.7,20,12.6,27.4,18.9,3,-2.3,5.2
1980.03.05,1,21.8,22.55,14.9,30.2,19.5,1.7,-0.5,5.9
1980.03.06,1,3.3,18.2,9.6,26.8,18,2,3.9,8.1
1980.03.07,1,0,17.5,9,26,23.3,2.7,-18.9,1.4
1980.03.08,1,0,18.15,11.2,25.1,15.9,2.3,-14.9,1.9
1980.03.09,1,0,18.15,10.8,25.5,19,1.3,-13.4,2.2
1980.03.10,1,0,18.95,11.7,26.2,22.9,1.4,-15.8,1.8
1980.03.11,1,0,20,11.8,28.2,23.1,1.3,-18.3,1.5
1980.03.12,1,0,19.45,10.7,28.2,23.6,3.2,-17.6,1.6
1980.03.13,1,0,18.45,10.2,26.7,21.3,3.5,-18.4,1.5
1980.03.14,1,0,21,12.8,29.2,21.4,3.2,-9.6,3
1980.03.15,1,0,22.1,14.5,29.7,22.6,3.6,-4.5,4.4
1980.03.16,1,0,22.95,14.7,31.2,23.2,2.4,-4,4.6
1980.03.17,1,0,23.65,15.9,31.4,23.7,2,-4.9,4.2
1980.03.18,1,0,23.6,17,30.2,10.4,1.6,-8.4,3.2
1980.03.19,1,0,24.15,16.4,31.9,23.6,2.9,-6.8,3.7
1980.03.20,1,0,23.8,16,31.6,24.1,3.8,-5.1,4.2
1980.03.21,1,0,25.35,17.9,32.8,23.6,3.1,-2.4,5.1
1980.03.22,1,0,25.2,17.4,33,24.2,3.8,-2.4,5.1
1980.03.23,1,0,24.65,16.8,32.5,24.8,2.9,-8.2,3.3
1980.03.24,1,0,24.8,18.2,31.4,16.6,1.6,-5.8,4
1980.03.25,1,0,25.4,17.8,33,24.8,2.3,-9.6,3
1980.03.26,1,3.8,24.95,16.6,33.3,20.1,2.5,-3.2,4.8
1980.03.27,1,0,24.15,15.9,32.4,26.5,2.4,-17.1,1.6
1980.03.28,1,0,24.35,16,32.7,22.8,0.5,-15.8,1.8
1980.03.29,1,3.5,25.75,16.5,35,22.8,1.2,-11.8,2.5
1980.03.30,1,0,24.1,15.9,32.3,25.8,2.3,-5.2,4.2
1980.03.31,1,0,24.9,17.4,32.4,24.8,1.6,-8.2,3.3
1980.04.01,1,0,26.05,17,35.1,23.2,1,-9.9,2.9
1980.04.02,1,0,26.9,17.9,35.9,23.8,0.7,-12.9,2.3
1980.04.03,1,1,26.2,18.9,33.5,13,1.4,-4.8,4.3
1980.04.04,1,0,25.95,16.9,35,22.9,2.6,-10.2,2.8
1980.04.05,1,0,26.5,16.6,36.4,24.2,1.9,-16.4,1.7
1980.04.06,1,0,28.25,18.5,38,24.6,1.9,-16.7,1.7
1980.04.07,1,0,29.95,20.8,39.1,21.9,2.7,-6.3,3.8
1980.04.08,1,0,30.05,21.4,38.7,21.9,3.4,-2.2,5.2
1980.04.09,1,0,29.6,21.1,38.1,24.1,3.8,-2.5,5.1
1980.04.10,1,0,29.05,20.6,37.5,25.9,2.9,-11.5,2.5
1980.04.11,1,0,30.75,20.8,40.7,24.9,0.8,-10.3,2.8
1980.04.12,1,0,31.1,22,40.2,25,2.6,-9.1,3.1
1980.04.13,1,0,28.7,20.1,37.3,25.9,3.6,-10.1,2.9
1980.04.14,1,0,29,20,38,25.7,3.1,-5.6,4
1980.04.15,1,0,30.75,22,39.5,25,2.7,-5.2,4.2
1980.04.16,1,0,30.5,21.7,39.3,26.3,2.4,-11.4,2.6
1980.04.17,1,0,31.2,22,40.4,26.3,2.9,-11,2.6
1980.04.18,1,0,32.1,22.5,41.7,25.3,4.4,-5.5,4.1
1980.04.19,1,0,33.35,24.6,42.1,25.1,4.1,0,6.1
1980.04.20,1,0,33.95,25.5,42.4,25.6,3.4,-0.9,5.7
1980.04.21,1,0,33.7,25.4,42,25.5,3.4,-2.1,5.2
1980.04.22,1,0,33.5,24.9,42.1,21.9,2,-2.4,5.1
1980.04.23,1,0,33.05,24.8,41.3,27.1,3.9,-5.8,4
1980.04.24,1,0,31.85,23.8,39.9,28.4,5.2,-10.5,2.8
1980.04.25,1,0,33,23.8,42.2,28.8,3.7,-13.2,2.2
1980.04.26,1,0,33.15,24.4,41.9,27.9,2.8,-8.5,3.2
1980.04.27,1,0,33.75,24.6,42.9,27.8,3,-6.3,3.8
1980.04.28,1,0.4,33.55,24.8,42.3,27.6,3.5,-7.6,3.5
1980.04.29,1,0,33.75,25,42.5,27.5,4.1,-5.5,4.1
1980.04.30,1,0,34.1,25.7,42.5,27.1,3.7,-2.9,4.9
1980.05.01,1,0,34.2,25.7,42.7,24.2,2.9,-5.7,4
1980.05.02,1,0,35.2,26.4,44,24.1,3.4,-4.3,4.4
1980.05.03,1,0,35.45,27,43.9,24.1,3.3,-4.1,4.5
1980.05.04,1,0,35.4,27.4,43.4,22.9,2.9,-3.8,4.6
1980.05.05,1,0,35.55,27.1,44,23.8,2.6,-2.5,5.1
1980.05.06,1,0,35.35,27.2,43.5,24.8,3.3,-7.2,3.6
1980.05.07,1,3.1,35.5,27.1,43.9,25,2.1,-6.9,3.7
1980.05.08,1,0,35.1,27.2,43,24.7,1.6,-4.7,4.3
1980.05.09,1,1.8,33.65,26.2,41.1,23,2.2,0.7,6.4
1980.05.10,1,0,33.05,25.4,40.7,25.5,2.4,-7.3,3.5
1980.05.11,1,0,33.9,25.6,42.2,25.2,2.4,-3,4.9
1980.05.12,1,0,34.7,26.3,43.1,25.4,3.3,-6.3,3.8
1980.05.13,1,0,35.7,27.3,44.1,24.8,3,-4,4.5
1980.05.14,1,0,35.6,27.3,43.9,24.9,3.6,-1.9,5.3
1980.05.15,1,0,34.85,26.8,42.9,26.3,2.1,-6.7,3.7
1980.05.16,1,0,34.25,25.6,42.9,25.8,3.1,-6.4,3.8
1980.05.17,1,0,34.5,25.9,43.1,27.6,3.7,-12.3,2.4
1980.05.18,1,0,35,27.6,42.4,25.3,4.5,-3,4.9
1980.05.19,1,0,34.7,28,41.4,24.9,4.1,0.3,6.2
1980.05.20,1,0,34.35,26.8,41.9,24.3,3.8,-2,5.3
1980.05.21,1,0,33.85,26.2,41.5,26.2,2.7,-3.9,4.6
1980.05.22,1,0,33.75,26.1,41.4,26.5,4.3,-4.2,4.5
1980.05.23,1,0,33.95,26.4,41.5,26.8,5,-3.5,4.7
1980.05.24,1,0,34.4,26.6,42.2,27.4,4,-6.1,3.9
1980.05.25,1,0,34.7,26.5,42.9,28.2,2.3,-9.7,2.9
1980.05.26,1,0,35.85,26.8,44.9,28.3,1,-10.8,2.7
1980.05.27,1,0,35.95,27.3,44.6,28.7,1.3,-14.6,2
1980.05.28,1,0,36.85,28.3,45.4,26,0.4,-4.9,4.2
1980.05.29,1,1.5,37.45,29.8,45.1,23.7,0.9,2.2,7.2
1980.05.30,1,0,37.6,30.2,45,25.2,2.3,2.6,7.3
1980.05.31,1,0,37.85,30.6,45.1,26.7,2.1,-3.1,4.9
1980.06.01,1,0,36.25,28.9,43.6,19.9,2.6,4.1,8.2
1980.06.02,1,0,35.55,28.5,42.6,24.9,3,6.2,9.5
1980.06.03,1,2.8,34.8,26.7,42.9,25.1,0.4,4.7,8.5
1980.06.04,1,7.9,33.55,26.9,40.2,21.6,1.7,-1.5,5.5
1980.06.05,1,0,35.25,27.6,42.9,27,1.6,-6.5,3.8
1980.06.06,1,0,34.35,28.3,40.4,17.7,1.3,1.3,6.7
1980.06.07,1,0,32.9,24.9,40.9,18.7,1.9,1.8,7
1980.06.08,1,0,33.2,25.4,41,24.8,2.6,7.6,10.5
1980.06.09,1,0,34.1,26.2,42,24.5,2.8,10.3,12.6
1980.06.10,1,0,33.9,26.5,41.3,24.7,2.6,11,13.1
1980.06.11,1,0,35.6,28.6,42.6,24.8,3.8,8.4,11
1980.06.12,1,2.7,31.85,25.5,38.2,17.8,4.7,11.4,13.5
1980.06.13,1,0,31.7,25.5,37.9,20.7,3.5,11.2,13.4
1980.06.14,1,2.5,33.6,26.8,40.4,24.3,1.3,9.7,12.1
1980.06.15,1,0,35.55,28.5,42.6,24.6,1.1,6.4,9.7
1980.06.16,1,0,35.95,27.5,44.4,26.2,0.5,2.6,7.4
1980.06.17,1,0,36,28.1,43.9,25.4,0.4,3.8,8
1980.06.18,1,0,36.45,28.9,44,25.7,1.9,5.4,9
1980.06.19,1,3.1,31.35,26.5,36.2,19.2,4.9,14.3,16.4
1980.06.20,1,0,31.6,24.9,38.3,19.2,4.9,10.9,13.1
1980.06.21,1,14.9,27.85,24.2,31.5,18.5,5.5,14.7,16.8
1980.06.22,1,7.8,25.95,24.4,27.5,16.2,4.7,17.8,20.6
1980.06.23,1,0,29.1,25,33.2,19.7,3,15.1,17.3
1980.06.24,1,0,29.45,25.7,33.2,15.9,2.6,15.2,17.4
1980.06.25,1,13.3,29.85,25.4,34.3,17.6,1.2,15.9,18.3
1980.06.26,1,31.4,26.05,24,28.1,9.7,0.9,19.3,22.7
1980.06.27,1,0,30.15,24.3,36,17.6,1.5,13,15.1
1980.06.28,1,0,30.35,26.1,34.6,16.9,1.7,14.3,16.4
1980.06.29,1,0,29.65,25.6,33.7,15.9,2.1,16.3,18.6
1980.06.30,1,15.6,31.65,26.1,37.2,20.8,2.5,14.4,16.5
1980.07.01,1,7.5,31.3,28.2,34.4,12.8,3.1,21.6,26.1
1980.07.02,1,0,35.05,28.7,41.4,22.5,3.3,18,20.8
1980.07.03,1,0,35.45,29.5,41.4,25.8,4.4,17.1,19.6
1980.07.04,1,0,34.2,28.6,39.8,21.7,2.4,19.2,22.5
1980.07.05,1,16.4,33.1,28.9,37.3,17.3,2,19.5,22.9
1980.07.06,1,0,31.25,27.5,35,13.5,1.6,20.6,24.6
1980.07.07,1,0,31.95,26.7,37.2,22,2.2,18.1,21
1980.07.08,1,0,29.6,25.7,33.5,14.3,3.5,19.7,23.2
1980.07.09,1,12.6,27.95,25.6,30.3,15.8,4.4,23.9,30.2
1980.07.10,1,14.8,30.3,25.7,34.9,14.1,3.4,19.4,22.8
1980.07.11,1,26.7,28.75,26.3,31.2,10.7,3.6,23,28.6
1980.07.12,1,8.4,28.25,25.8,30.7,11.3,3.4,23.2,28.8
1980.07.13,1,46.8,26.8,25,28.6,6.9,1.9,23.6,29.7
1980.07.14,1,27.9,27.1,25.2,29,8.1,0.9,24.1,30.6
1980.07.15,1,0,27.75,25,30.5,9.9,0.9,24.1,30.6
1980.07.16,1,13.3,27.45,24.5,30.4,17.6,2.6,23.3,29
1980.07.17,1,6.2,28.35,24.8,31.9,20.1,1.3,23.1,28.8
1980.07.18,1,10.4,28.35,25.1,31.6,14.3,2.2,23.7,29.8
1980.07.19,1,0,28.75,25,32.5,10.4,2.6,24.4,31
1980.07.20,1,7.1,28.65,24.6,32.7,16,1.8,23.7,29.8
1980.07.21,1,25.7,26.5,24.5,28.5,8.1,1.9,23.5,29.4
1980.07.22,1,56.4,27.55,24.6,30.5,18.2,2.7,23.2,28.9
1980.07.23,1,20.5,27.55,24.7,30.4,16.5,2.1,23,28.5
1980.07.24,1,0,27.7,25,30.4,15.5,1.5,23.7,29.9
1980.07.25,1,0,28,25,31,15.6,1.6,23.6,29.7
1980.07.26,1,29.9,27.4,24.8,30,11.1,2.5,23.7,29.9
1980.07.27,1,7.8,27.55,24.3,30.8,18.2,3.1,22.8,28.3
1980.07.28,1,12.6,27.35,24.4,30.3,17.9,3.4,23.9,30.2
1980.07.29,1,0,28.2,25.2,31.2,15.5,3.5,24,30.4
1980.07.30,1,7.2,27.75,25.3,30.2,14.6,2.9,24.3,31
1980.07.31,1,0,28.6,25.6,31.6,18.3,2,23.9,30.2
1980.08.01,1,4.2,30.1,26.8,33.4,18.7,2.1,26.3,34.9
1980.08.02,1,6.6,29.1,26.8,31.4,15.4,3.4,26.4,35
1980.08.03,1,21,29.25,26,32.5,18.7,3.7,26.4,35.2
1980.08.04,1,0,29.2,26.2,32.2,13.6,2.4,25,32.3
1980.08.05,1,34.1,30.7,26.6,34.8,24.4,1.1,24.9,32.1
1980.08.06,1,8.8,31.1,26.9,35.3,22.1,1,25.6,33.6
1980.08.07,1,6.5,28.95,26.2,31.7,11.3,1,26.4,35.1
1980.08.08,1,7.9,28.6,26.1,31.1,9.6,1.5,25.9,34
1980.08.09,1,6,28.5,25.9,31.1,12.2,1.6,25.8,33.9
1980.08.10,1,0,28.55,25.5,31.6,15.2,0.8,25.7,33.7
1980.08.11,1,15,28.6,25.5,31.7,11.4,0.8,25.5,33.3
1980.08.12,1,4.3,29.9,25.8,34,20.3,1.1,26.3,35
1980.08.13,1,0,28.3,25.3,31.3,9.1,1.5,25.1,32.5
1980.08.14,1,25,29.2,25.3,33.1,19.5,1.2,25.8,33.8
1980.08.15,1,4.3,29.25,25.1,33.4,22.2,1.4,26.2,34.7
1980.08.16,1,0,29,24.5,33.5,23.4,1.1,25.1,32.5
1980.08.17,1,4.9,29.8,24.5,35.1,27.2,1.6,22.8,28.2
1980.08.18,1,0,30.25,24.5,36,27.3,2.2,22,26.8
1980.08.19,1,0,30.6,24.2,37,27.9,2.2,21.9,26.6
1980.08.20,1,0,30.55,24.2,36.9,27.3,0.8,21.3,25.7
1980.08.21,1,0,30.8,24.6,37,23.7,1.8,24.8,31.9
1980.08.22,1,0,29.4,25.5,33.3,12.1,1.9,25.6,33.5
1980.08.23,1,0,29.65,25.3,34,14.9,1.8,23.4,29.2
1980.08.24,1,19.1,30.6,25.6,35.6,19.9,1.3,23.4,29.2
1980.08.25,1,10.3,30.05,25.8,34.3,17.8,2.1,25.6,33.5
1980.08.26,1,0,28.95,25.6,32.3,11.6,1.6,24.9,32.1
1980.08.27,1,0,29.25,25.6,32.9,14.1,1.3,25.1,32.5
1980.08.28,1,0,30.3,25.8,34.8,10.6,1.3,22.8,28.2
1980.08.29,1,0,29.35,25.5,33.2,14.9,1.9,23.9,30.2
1980.08.30,1,0,30.95,25.4,36.5,24.1,2.3,23.1,28.7
1980.08.31,1,0,30.2,26.3,34.1,16.8,1.9,23.7,29.8
1980.09.01,1,3.8,28.45,25.4,31.5,16.8,1.6,21.7,26.3
1980.09.02,1,26.7,28.25,24.7,31.8,14.4,0.3,19.8,23.3
1980.09.03,1,5.8,29.95,24.5,35.4,21.8,1.5,17.4,20
1980.09.04,1,6.3,28.75,24.6,32.9,23.3,1.6,18.8,21.9
1980.09.05,1,0,27.45,24.7,30.2,19.7,1.1,20.4,24.2
1980.09.06,1,29.6,24.8,24.2,25.4,3.4,2.5,19.1,22.4
1980.09.07,1,39,25.65,24.1,27.2,12,1.5,22.4,27.5
1980.09.08,1,6.5,28.45,24.3,32.6,23,1.3,20.3,24.1
1980.09.09,1,0,29.15,24.7,33.6,19.5,1.1,18.7,21.8
1980.09.10,1,0,30.95,25.6,36.3,22.5,2.4,16.8,19.3
1980.09.11,1,0,30.95,25.2,36.7,23.7,2.9,14.6,16.7
1980.09.12,1,0,30.8,24.7,36.9,24.1,3.3,12.4,14.4
1980.09.13,1,0,30.75,24.3,37.2,24.2,2.9,11.3,13.4
1980.09.14,1,0,31.05,24.3,37.8,23.3,2.9,13.5,15.6
1980.09.15,1,0,31.4,24.6,38.2,24.4,2.2,9.1,11.6
1980.09.16,1,0,31.5,24.1,38.9,23.3,0.5,10.6,12.8
1980.09.17,1,8.1,29.65,23.8,35.5,21.9,2.1,16.2,18.6
1980.09.18,1,2.9,28.05,24.2,31.9,17.5,1.5,19.1,22.3
1980.09.19,1,0,27.25,24.6,29.9,15.2,1.3,19.1,22.4
1980.09.20,1,0,29.55,24.4,34.7,14.1,1.3,15.2,17.4
1980.09.21,1,0,28.6,23.4,33.8,20,2.4,15.1,17.3
1980.09.22,1,0,29.8,23.2,36.4,21.7,1,14.3,16.4
1980.09.23,1,2.5,28.7,22.9,34.5,20.3,2.1,16.9,19.4
1980.09.24,1,0,28.3,23,33.6,18.2,1.6,16.8,19.3
1980.09.25,1,0,29.55,22.6,36.5,20.7,1.3,14,16.1
1980.09.26,1,0,30.35,22.8,37.9,22.1,2.3,6,9.3
1980.09.27,1,0,31.05,23.1,39,22,3.8,5.3,8.9
1980.09.28,1,0,30.5,22.7,38.3,22.4,3.3,2.4,7.2
1980.09.29,1,0,30.5,22.7,38.3,22.2,2.2,3.8,8
1980.09.30,1,0,30.6,22.8,38.4,21.9,1.5,3.4,7.8
1980.10.01,1,0,29.85,22.1,37.6,22.5,1.6,4.4,8.3
1980.10.02,1,0,29.55,21.8,37.3,22.4,1.9,2.6,7.4
1980.10.03,1,0,29.45,21.5,37.4,22.5,1.9,2.2,7.1
1980.10.04,1,0,29.55,20.8,38.3,22.3,0.9,2.9,7.5
1980.10.05,1,0,27.6,20.5,34.7,18.6,2.1,13.2,15.2
1980.10.06,1,0,26.2,21.3,31.1,17.2,2.3,15.8,18.1
1980.10.07,1,0,25.3,20.9,29.7,16.2,2.4,15.4,17.6
1980.10.08,1,16.2,26.7,20.5,32.9,19.6,2,11.4,13.6
1980.10.09,1,5,27.2,20.8,33.6,19,1.7,10.8,13
1980.10.10,1,0,27.5,20.9,34.1,18,0.9,10.7,12.9
1980.10.11,1,1.9,28.15,20.8,35.5,19.7,2.3,7.9,10.7
1980.10.12,1,0,28.45,21.3,35.6,20.3,2.4,3.3,7.7
1980.10.13,1,0,28.25,21,35.5,20.5,2.3,1.2,6.7
1980.10.14,1,0,28.25,20.6,35.9,20.1,1.8,1.1,6.6
1980.10.15,1,0,28.35,20.9,35.8,19.6,0.6,2.8,7.5
1980.10.16,1,0,27.6,20.1,35.1,19.6,1,2.4,7.3
1980.10.17,1,0,25.85,19.6,32.1,17.6,2.1,10.1,12.4
1980.10.18,1,0,25.45,19.8,31.1,17.9,1.9,10.2,12.5
1980.10.19,1,0,25.15,19.4,30.9,15.7,1.5,11,13.1
1980.10.20,1,0,26.2,19.4,33,17.7,0.9,10.3,12.6
1980.10.21,1,0,26.15,18.8,33.5,19.2,3.7,-4.8,4.3
1980.10.22,1,0,26.85,19.1,34.6,19.2,3.5,-6.7,3.7
1980.10.23,1,0,27.45,19.4,35.5,18.8,1,-8.8,3.2
1980.10.24,1,0,26.85,18.7,35,18.4,0.7,-6.9,3.7
1980.10.25,1,0,25.85,17.1,34.6,18.3,1.3,-8.7,3.2
1980.10.26,1,0,25.15,16.5,33.8,17.7,0.8,-1.9,5.3
1980.10.27,1,0,25.5,18.3,32.7,14.9,1.2,0.2,6.2
1980.10.28,1,0,25.05,17.8,32.3,15.9,0.5,2.3,7.2
1980.10.29,1,2.2,26.25,19,33.5,16.4,1.4,3.6,7.9
1980.10.30,1,0,26.5,19.8,33.2,15.9,1.7,5.5,9.1
1980.10.31,1,0,24.95,18.3,31.6,16.5,2.6,-0.9,5.7
1980.11.01,1,0,24.35,16.8,31.9,18.4,2.4,-1.7,5.4
1980.11.02,1,0,24.75,17.6,31.9,14.6,1.8,1.6,6.8
1980.11.03,1,0,24.5,17.3,31.7,17.9,1.2,0,6.1
1980.11.04,1,0,25.4,18.5,32.3,14.1,0.5,4.9,8.7
1980.11.05,1,0,23.65,15.6,31.7,17.3,3,0.5,6.3
1980.11.06,1,0,21.95,14.5,29.4,18.2,3,-6.6,3.8
1980.11.07,1,0,21.4,13.6,29.2,18,3.5,-5.2,4.2
1980.11.08,1,0,21.05,13,29.1,17.8,1.6,-8.6,3.2
1980.11.09,1,0,21.7,13.5,29.9,17.5,0.6,-9,3.1
1980.11.10,1,0,21.3,13,29.6,17.2,0.8,-5.4,4.1
1980.11.11,1,0,21.7,13.3,30.1,16.9,0.7,-3.7,4.7
1980.11.12,1,0,22.05,13.5,30.6,16.9,1.8,-8.4,3.3
1980.11.13,1,0,21.3,13,29.6,16.7,1.7,-7.9,3.4
1980.11.14,1,0,21.25,13,29.5,16.7,0.8,-11.9,2.5
1980.11.15,1,0,21.2,12.6,29.8,16.5,1.1,-12.1,2.4
1980.11.16,1,0,21.3,12.5,30.1,16.1,0.6,-8.9,3.1
1980.11.17,1,0,21.6,12.8,30.4,16.3,0.9,-11.8,2.5
1980.11.18,1,0,21.2,13.1,29.3,15.9,1.2,-7,3.6
1980.11.19,1,0,20.85,12.7,29,15.7,1.9,-6.9,3.7
1980.11.20,1,0,20,11.8,28.2,15.5,0.6,-5.4,4.1
1980.11.21,1,0,20.7,12.4,29,15.2,0.9,-6.8,3.7
1980.11.22,1,0,20.7,13.1,28.3,14.8,3.6,-1.2,5.6
1980.11.23,1,0,20.7,13.1,28.3,14.4,3,-0.8,5.8
1980.11.24,1,0,20.65,12.6,28.7,14.6,2.1,-3.5,4.7
1980.11.25,1,0,21.55,13.5,29.6,14.2,2.4,-4.9,4.2
1980.11.26,1,0,21.4,13.3,29.5,14.1,1.1,-2.8,5
1980.11.27,1,0.5,20.5,12.6,28.4,13.3,2.7,-0.4,5.9
1980.11.28,1,0.3,20.55,12.9,28.2,13.4,1.6,1.9,7
1980.11.29,1,0,21.55,13.9,29.2,13.4,0.6,1.7,6.9
1980.11.30,1,0,20.35,12.8,27.9,12.6,2,-3,4.9
1980.12.01,1,0,20.05,12.8,27.3,15.3,2.2,-5.9,3.9
1980.12.02,1,0,20.1,12.4,27.8,15.2,2.4,-7,3.6
1980.12.03,1,0,20.45,13.1,27.8,13.5,2.2,-6.9,3.7
1980.12.04,1,0,19.35,11.6,27.1,15,3.2,-5.1,4.2
1980.12.05,1,0,18.2,10.1,26.3,15.7,3.7,-8.9,3.1
1980.12.06,1,0,16.95,9.2,24.7,15.7,3.2,-12.8,2.3
1980.12.07,1,0,17.1,8.6,25.6,15.6,2.2,-14.5,2
1980.12.08,1,0,17.35,8.7,26,15.6,1.7,-14.5,2
1980.12.09,1,0,17.95,9.5,26.4,15.2,0.8,-12.7,2.3
1980.12.10,1,0,18.2,9.7,26.7,15.4,0.6,-13.6,2.2
1980.12.11,1,0,17.85,9.6,26.1,15.3,1.3,-15.7,1.8
1980.12.12,1,0,16.75,8.5,25,15,3,-13.4,2.2
1980.12.13,1,0,15.45,7.4,23.5,14.8,4.3,-11.2,2.6
1980.12.14,1,0,17.55,9.7,25.4,12.8,3.6,-6.6,3.7
1980.12.15,1,0,17.5,9.6,25.4,14.5,3.2,-8.4,3.2
1980.12.16,1,0,17.05,9.3,24.8,14.4,3.3,-9.2,3.1
1980.12.17,1,0,17.05,8.3,25.8,14.7,3.9,-17,1.6
1980.12.18,1,0,17.05,8.1,26,14.5,3.3,-26.6,0.7
1980.12.19,1,0,18.5,10.4,26.6,14.2,3,-23.8,0.9
1980.12.20,1,0,18.6,10.3,26.9,14,0.8,-6.9,3.6
1980.12.21,1,0,19.7,11.2,28.2,13.7,0.7,-8.3,3.3
1980.12.22,1,1.1,18.7,11.9,25.5,8.1,3.8,-9.5,3
1980.12.23,1,6.8,14.05,11,17.1,2.4,4.4,4.8,8.6
