"Year";"Type";"M01";"M02";"M04";"M05";"M07";"M08";"M09";"M12";"M13";"M14";"M18";"M19";"M20";"M25";"M26";"Obs"
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.00267;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.0054;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.00823;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.0113;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.01436;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.01746;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.02103;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.02454;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.02787;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.03121;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
2008;7;0;0.03467;0.4487;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0
