"Year";"Type";"M03";"M05";"M06";"M07";"M08";"M14";"M16";"M21";"M22";"M23";"M24";"M28";"Obs"
"2002";"10";NA;"0.0002806";"7.2e-05";"0.0008121";"0.0003021";"0.002728671";"8e-06";"0.000463";"0.001900038";"0.00149197";"8e-05";"0.000351";"0.001690607"
"2002";"10";NA;"0.0002882";"4.2e-05";"0.0007942";"0.0003062";"0.002447021";"1.89e-06";"0.000463";"0.001670225";"0.001432482";"6.5e-05";"0.00034";"0.001492067"
"2002";"10";NA;"0.0002793";"0.000285";"0.0008163";"0.0003065";"0.00292427";"6.41e-06";"0.000463";"0.001992916";"0.00119834";"0.000286";"0.000381";"0.001819299"
"2002";"10";NA;"0.0003089";"0.000408";"0.000969";"0.0003066";"0.003079611";"1.47e-05";"0.000463";"0.002179755";"0.001434832";"0.000423";"0.000696";"0.001713826"
"2002";"10";NA;"0.0003223";"0.00147";"0.0010832";"0.0003067";"0.003714335";"3.5e-05";"0.000463";"0.00256473";"0.001686721";"0.001419";"0.000743";"0.00229294"
"2002";"10";NA;"0.0003357";"0.001159";"0.0009539";"0.0003067";"0.003473555";"2.61e-05";"0.000463";"0.002506295";"0.001829897";"0.001163";"0.00072";"0.002240779"
"2002";"10";NA;"0.0003456";"0.002013";"0.0010048";"0.0003068";"0.00394882";"4.63e-05";"0.000463";"0.002716656";"0.001924785";"0.001962";"0.00069";"0.00265814"
"2002";"10";NA;"0.0003714";"0.002433";"0.0010792";"0.0003068";"0.004127509";"3.9025e-05";"0.000463";"0.002914545";"0.002246176";"0.002395";"0.000871";"0.002674353"
"2002";"10";NA;"0.0003675";"0.001226";"0.0008794";"0.0003068";"0.003498111";"2.1337e-05";"0.000463";"0.002572335";"0.002229306";"0.001275";"0.000743";"0.002313583"
"2002";"10";NA;"0.0003437";"0.000221";"0.0007005";"0.0003069";"0.002689959";"6.68e-06";"0.000463";"0.002095961";"0.002049194";"0.000295";"0.000639";"0.001963708"
"2002";"10";NA;"0.0003532";"0.0019";"0.0011349";"0.0003069";"0.003531332";"6.7445e-05";"0.000463";"0.002358669";"0.001987786";"0.001873";"0.000365";"0.002432481"
"2002";"10";NA;"0.0003555";"0.003764";"0.0010515";"0.0003076";"0.004223981";"0.000237942";"0.000463";"0.002986763";"0.002680649";"0.003652";"0.000514";"0.00325752"
"2002";"10";NA;"0.0003942";"0.003813";"0.0010717";"0.0003076";"0.004101887";"0.00031706";"0.000463";"0.003000043";"0.002984393";"0.003747";"0.000417";"0.003317517"
"2002";"10";NA;"0.0004028";"0.003752";"0.0010323";"0.0003076";"0.004025416";"0.000413852";"0.000463";"0.00302855";"0.003100738";"0.003645";"0.000374";"0.003304291"
"2002";"10";NA;"0.0003912";"0.001197";"0.000755";"0.0003077";"0.003110052";"0.00036223";"0.000463";"0.002724106";"0.003178939";"0.00125";"0.000994";"0.002722261"
"2002";"10";NA;"0.0003901";"0.002339";"0.0009751";"0.0003077";"0.003992212";"0.00042449";"0.000463";"0.002918655";"0.002417659";"0.002241";"0.000771";"0.003319051"
"2002";"10";NA;"0.0005277";"0.001818";"0.0008949";"0.0004393";"0.003729815";"0.00037865";"0.000463";"0.002853423";"0.002515215";"0.001752";"0.000922";"0.003304711"
"2002";"10";NA;"0.0003874";"0.001169";"0.0008271";"0.0003075";"0.003465822";"0.0002933";"0.000463";"0.002505529";"0.002295694";"0.001133";"0.000631";"0.003209434"
